Date - Time (Philippine Time),Latitude (ºN),Longitude (ºE),Depth (km),Magnitude,Location
28 January 2024 - 06:42 PM,9.62,122.25,7,2.5,024 km N 86° W of Hinoba-an (Negros Occidental)
28 January 2024 - 06:39 PM,2.09,127.09,32,3.5,412 km S 27° E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
28 January 2024 - 06:34 PM,8.4,126.89,4,3.3,061 km N 86° E of Hinatuan (Surigao Del Sur)
28 January 2024 - 06:18 PM,17.09,120.7,1,2.5,006 km S 27° E of Quirino (Ilocos Sur)
28 January 2024 - 05:09 PM,8.82,126.68,13,2.3,042 km N 87° E of Marihatag (Surigao Del Sur)
28 January 2024 - 05:01 PM,15.3,120.4,19,2.4,021 km S 77° W of Capas (Tarlac)
28 January 2024 - 04:21 PM,8.71,126.38,26,3.3,013 km S 43° E of Marihatag (Surigao Del Sur)
28 January 2024 - 03:55 PM,8.14,126.57,32,1.6,021 km N 57° E of Lingig (Surigao Del Sur)
28 January 2024 - 03:41 PM,2.34,123.52,46,3.8,400 km S 32° W of Balut Island (Municipality Of Sarangani) (Davao Occidental)
28 January 2024 - 03:39 PM,4.84,124.7,33,2.4,102 km S 51° W of Balut Island (Municipality Of Sarangani) (Davao Occidental)
28 January 2024 - 12:00 PM,12.14,125.11,31,3.5,015 km S 84° W of Maslog (Eastern Samar)
28 January 2024 - 11:20 AM,8.12,126.54,30,1.9,016 km N 57° E of Lingig (Surigao Del Sur)
28 January 2024 - 11:12 AM,8.25,123.36,16,2,010 km N 10° E of Dumingag (Zamboanga Del Sur)
28 January 2024 - 10:42 AM,10.29,126.21,25,2.1,034 km N 26° E of Burgos (Surigao Del Norte)
28 January 2024 - 10:00 AM,8.37,126.46,18,1.8,013 km East of Hinatuan (Surigao Del Sur)
28 January 2024 - 09:45 AM,8.7,126.34,29,3,012 km S 20° E of Marihatag (Surigao Del Sur)
28 January 2024 - 09:19 AM,8.36,125.9,6,2,011 km S 78° W of Rosario (Agusan Del Sur)
28 January 2024 - 08:11 AM,15.96,119.62,10,2.5,026 km S 47° W of Agno (Pangasinan)
28 January 2024 - 06:42 AM,8.38,126.51,26,3.7,019 km N 85° E of Hinatuan (Surigao Del Sur)
28 January 2024 - 06:35 AM,10.32,125.25,1,2.5,003 km South of Hinundayan (Southern Leyte)
28 January 2024 - 05:55 AM,8.38,126.59,26,2.7,028 km N 87° E of Hinatuan (Surigao Del Sur)
28 January 2024 - 05:22 AM,5.53,126.89,52,3.4,144 km S 73° E of Jose Abad Santos (Davao Occidental)
28 January 2024 - 04:17 AM,10.23,125.15,20,3.4,004 km S 30° W of San Juan (Southern Leyte)
28 January 2024 - 04:10 AM,8.24,126.59,30,2.2,030 km S 64° E of Hinatuan (Surigao Del Sur)
28 January 2024 - 03:32 AM,11.06,125,160,3.7,005 km S 79° W of Tolosa (Leyte)
28 January 2024 - 03:06 AM,15.3,120.05,10,2.1,003 km N 59° E of Botolan (Zambales)
28 January 2024 - 03:05 AM,8.42,126.84,1,4.1,055 km N 84° E of Hinatuan (Surigao Del Sur)
28 January 2024 - 03:05 AM,18.5,120.64,34,1.4,002 km S 18° W of Burgos (Ilocos Norte)
28 January 2024 - 02:45 AM,4.87,125.31,182,3.9,061 km S 11° W of Balut Island (Municipality Of Sarangani) (Davao Occidental)
28 January 2024 - 02:29 AM,4.6,125.89,166,4.2,103 km S 30° E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
28 January 2024 - 01:56 AM,15.3,119.84,15,2,015 km S 76° W of Iba (Zambales)
28 January 2024 - 01:51 AM,11.6,124.41,2,2.8,004 km S 56° E of Almeria (Biliran)
28 January 2024 - 01:45 AM,9.14,126.29,26,2.6,015 km N 60° E of City Of Tandag (Surigao Del Sur)
27 January 2024 - 10:51 PM,8.42,123.23,10,2.5,011 km S 02° W of President Manuel A. Roxas (Zamboanga Del Norte)
27 January 2024 - 10:04 PM,9.02,126.34,31,3,008 km N 47° E of Bayabas (Surigao Del Sur)
27 January 2024 - 09:48 PM,16.11,119.68,15,2.7,013 km S 88° W of Agno (Pangasinan)
27 January 2024 - 09:21 PM,8.58,127.14,14,2.9,091 km N 75° E of Hinatuan (Surigao Del Sur)
27 January 2024 - 08:51 PM,8.9,126.3,31,1.8,002 km S 06° E of Cagwait (Surigao Del Sur)
27 January 2024 - 07:25 PM,14.38,123.09,1,3.3,019 km S 55° E of Tinaga Island (Vinzons) (Camarines Norte)
27 January 2024 - 06:41 PM,8.18,126.72,30,1.8,037 km N 65° E of Lingig (Surigao Del Sur)
27 January 2024 - 06:40 PM,8.03,126.7,28,1.9,032 km S 89° E of Lingig (Surigao Del Sur)
27 January 2024 - 02:34 PM,9.74,123.92,15,2.5,008 km S 86° E of Maribojoc (Bohol)
27 January 2024 - 01:56 PM,5.38,124.14,33,2.1,085 km S 27° W of Maitum (Sarangani)
27 January 2024 - 01:13 PM,18.05,120.88,4,3.2,012 km S 30° E of Carasi (Ilocos Norte)
27 January 2024 - 12:35 PM,14.25,122.8,29,2.1,003 km S 19° E of Paracale (Camarines Norte)
27 January 2024 - 09:44 AM,7.67,126.14,33,1.6,006 km S 89° E of Compostela (Davao De Oro)
27 January 2024 - 09:26 AM,8.15,127.4,24,2.2,110 km N 84° E of Lingig (Surigao Del Sur)
27 January 2024 - 08:52 AM,14.16,120.48,185,2.6,019 km N 62° W of Nasugbu (Batangas)
27 January 2024 - 08:31 AM,8.17,127.02,11,2.9,069 km N 78° E of Lingig (Surigao Del Sur)
27 January 2024 - 07:53 AM,8.42,126.59,18,2.4,029 km N 78° E of Hinatuan (Surigao Del Sur)
27 January 2024 - 07:10 AM,18.08,120.49,23,2.6,004 km N 51° W of Paoay (Ilocos Norte)
27 January 2024 - 06:16 AM,8.52,127.16,6,3,092 km N 79° E of Hinatuan (Surigao Del Sur)
27 January 2024 - 06:11 AM,8.54,127.22,21,2.4,099 km N 79° E of Hinatuan (Surigao Del Sur)
27 January 2024 - 05:58 AM,8.6,127.12,1,4,090 km N 74° E of Hinatuan (Surigao Del Sur)
27 January 2024 - 05:55 AM,8.76,126.19,1,2.5,004 km N 63° W of San Agustin (Surigao Del Sur)
27 January 2024 - 05:45 AM,8.52,123.44,34,1.5,005 km N 20° W of PiÑan (Zamboanga Del Norte)
27 January 2024 - 05:36 AM,12.52,125.27,7,3.4,005 km N 17° E of Mapanas (Northern Samar)
27 January 2024 - 05:19 AM,8.43,123.3,22,1.7,009 km S 08° E of Katipunan (Zamboanga Del Norte)
27 January 2024 - 04:50 AM,5.74,126.29,54,3.2,074 km S 75° E of Jose Abad Santos (Davao Occidental)
27 January 2024 - 04:36 AM,13.75,120.58,94,2,011 km S 32° W of Calatagan (Batangas)
27 January 2024 - 04:04 AM,13.66,120.63,95,1.5,019 km S 02° W of Calatagan (Batangas)
27 January 2024 - 03:51 AM,14.4,123.06,1,3.7,015 km S 56° E of Tinaga Island (Vinzons) (Camarines Norte)
27 January 2024 - 03:40 AM,8.63,126.53,18,2.2,032 km S 53° E of Marihatag (Surigao Del Sur)
27 January 2024 - 03:30 AM,8.45,123.25,19,2.8,007 km S 27° W of Katipunan (Zamboanga Del Norte)
27 January 2024 - 03:16 AM,13.17,124.17,5,3.3,005 km S 65° E of Rapu-rapu (Albay)
27 January 2024 - 02:47 AM,7.75,125.41,10,2.2,020 km S 25° E of San Fernando (Bukidnon)
27 January 2024 - 02:45 AM,13.72,120.55,67,2,015 km S 36° W of Calatagan (Batangas)
27 January 2024 - 02:23 AM,18.16,121.1,1,1.5,012 km S 29° E of Calanasan (Apayao)
27 January 2024 - 02:21 AM,9.14,126.4,17,1.9,023 km N 34° E of Bayabas (Surigao Del Sur)
27 January 2024 - 02:05 AM,11.99,121.74,35,2.5,021 km N 63° W of Malay (Aklan)
27 January 2024 - 01:47 AM,11.32,124.56,10,2.5,009 km N 73° W of Capoocan (Leyte)
27 January 2024 - 01:20 AM,9.27,126.55,8,2.4,039 km S 90° E of Cortes (Surigao Del Sur)
27 January 2024 - 12:48 AM,6.06,126.1,45,2.5,048 km S 71° E of Don Marcelino (Davao Occidental)
26 January 2024 - 10:58 PM,16.91,120.3,30,1.4,011 km N 50° W of Luna (La Union)
26 January 2024 - 10:45 PM,8.67,126.9,1,2,068 km S 77° E of Marihatag (Surigao Del Sur)
26 January 2024 - 09:52 PM,14.41,123.11,1,4.2,019 km S 66° E of Tinaga Island (Vinzons) (Camarines Norte)
26 January 2024 - 07:44 PM,14.4,123.09,1,3.9,018 km S 61° E of Tinaga Island (Vinzons) (Camarines Norte)
26 January 2024 - 07:26 PM,10.07,125.61,85,1.5,002 km N 60° E of Basilisa (Dinagat Islands)
26 January 2024 - 07:18 PM,18.32,120.9,52,1.9,015 km S 02° W of Adams (Ilocos Norte)
26 January 2024 - 06:32 PM,6.03,126.07,139,2,046 km S 66° E of Don Marcelino (Davao Occidental)
26 January 2024 - 05:41 PM,12.9,121.63,35,1.9,010 km S 81° W of Concepcion (Romblon)
26 January 2024 - 04:57 PM,6.33,124.99,227,3,005 km S 87° E of Tupi (South Cotabato)
26 January 2024 - 04:49 PM,8.65,126.51,22,2,029 km S 56° E of Marihatag (Surigao Del Sur)
26 January 2024 - 04:33 PM,8.63,127.04,7,3.6,083 km N 69° E of Hinatuan (Surigao Del Sur)
26 January 2024 - 03:48 PM,13.84,120.5,72,1.8,014 km N 85° W of Calatagan (Batangas)
26 January 2024 - 03:05 PM,18.36,120.85,13,4.9,013 km S 27° W of Adams (Ilocos Norte)
26 January 2024 - 02:12 PM,9.03,122.31,28,2.5,055 km S 40° W of Basay (Negros Oriental)
26 January 2024 - 01:14 PM,17.08,121.8,8,3.3,005 km N 41° W of Gamu (Isabela)
26 January 2024 - 01:08 PM,18.79,120.1,4,2.9,065 km N 62° W of Burgos (Ilocos Norte)
26 January 2024 - 12:42 PM,8.37,126.63,31,1.7,033 km N 90° E of Hinatuan (Surigao Del Sur)
26 January 2024 - 12:14 PM,8.28,126.83,19,2.2,055 km S 80° E of Hinatuan (Surigao Del Sur)
26 January 2024 - 12:07 PM,6.39,124.72,11,2.3,003 km N 57° W of Surallah (South Cotabato)
26 January 2024 - 11:25 AM,9.36,125.31,13,2.8,022 km N 85° W of Jabonga (Agusan Del Norte)
26 January 2024 - 09:40 AM,8.11,126.51,32,1.7,014 km N 54° E of Lingig (Surigao Del Sur)
26 January 2024 - 09:38 AM,8.54,126.57,31,2.2,031 km N 53° E of Hinatuan (Surigao Del Sur)
26 January 2024 - 08:44 AM,8.14,126.59,33,2,023 km N 60° E of Lingig (Surigao Del Sur)
26 January 2024 - 08:07 AM,5.95,126.56,16,2.6,102 km N 88° E of Jose Abad Santos (Davao Occidental)
26 January 2024 - 07:45 AM,8.37,126.63,31,2.4,032 km S 90° E of Hinatuan (Surigao Del Sur)
26 January 2024 - 07:34 AM,6.23,126.36,119,2.5,057 km S 35° E of Governor Generoso (Davao Oriental)
26 January 2024 - 07:21 AM,13.62,120.61,114,2,023 km S 05° W of Calatagan (Batangas)
26 January 2024 - 07:21 AM,7.92,127.03,9,2.8,064 km N 54° E of Baganga (Davao Oriental)
26 January 2024 - 07:14 AM,8.5,126.49,18,1.8,022 km N 49° E of Hinatuan (Surigao Del Sur)
26 January 2024 - 06:47 AM,9.41,126.2,12,2.2,015 km N 05° E of Cortes (Surigao Del Sur)
26 January 2024 - 06:46 AM,9.3,121.39,21,2.6,037 km S 35° E of Cagayancillo (Palawan)
26 January 2024 - 05:58 AM,19.98,121.52,30,2.9,054 km S 44° W of Sabtang (Batanes)
26 January 2024 - 05:53 AM,14.86,119.25,11,2.6,091 km S 84° W of San Antonio (Zambales)
26 January 2024 - 05:52 AM,16.33,120.88,9,2.7,004 km S 14° W of Kayapa (Nueva Vizcaya)
26 January 2024 - 05:22 AM,15.14,119.87,32,1.9,020 km S 84° W of Cabangan (Zambales)
26 January 2024 - 03:42 AM,17.49,120.75,10,1.9,004 km N 12° W of Sallapadan (Abra)
26 January 2024 - 03:41 AM,7.81,127.24,3,3.8,092 km N 54° E of Caraga (Davao Oriental)
26 January 2024 - 03:10 AM,13.86,120.53,72,2.1,012 km N 74° W of Calatagan (Batangas)
26 January 2024 - 02:50 AM,6.35,126.42,23,3.3,051 km S 49° E of Governor Generoso (Davao Oriental)
26 January 2024 - 02:47 AM,17.53,120.7,22,2.5,002 km S 71° W of Bucay (Abra)
26 January 2024 - 02:46 AM,7.46,124.76,25,2.1,009 km S 57° E of Banisilan (Cotabato)
26 January 2024 - 02:25 AM,8.81,126.97,27,1.5,074 km N 89° E of Marihatag (Surigao Del Sur)
26 January 2024 - 02:18 AM,17.55,120.54,10,2.3,004 km S 45° W of Langiden (Abra)
26 January 2024 - 01:39 AM,6.63,124.95,2,2.8,007 km S 11° W of Columbio (Sultan Kudarat)
26 January 2024 - 01:18 AM,12.64,120.62,1,2.7,028 km S 38° W of Sablayan (Occidental Mindoro)
26 January 2024 - 01:07 AM,6,125.41,66,2,014 km N 78° E of Malapatan (Sarangani)
26 January 2024 - 12:34 AM,10.32,122.25,2,3.3,038 km S 70° E of Anini-y (Antique)
26 January 2024 - 12:31 AM,9.27,126.53,17,1.7,037 km S 88° E of Cortes (Surigao Del Sur)
26 January 2024 - 12:18 AM,6.58,125.24,6,2.2,004 km S 20° W of Kiblawan (Davao Del Sur)
26 January 2024 - 12:13 AM,8.76,126.82,7,2.1,057 km S 86° E of Marihatag (Surigao Del Sur)
25 January 2024 - 11:28 PM,7.64,126.07,4,2,004 km S 29° W of Compostela (Davao De Oro)
25 January 2024 - 10:49 PM,8.71,126.44,29,1.6,018 km S 56° E of Marihatag (Surigao Del Sur)
25 January 2024 - 10:30 PM,9.44,125.59,22,3.4,002 km S 31° E of Kitcharao (Agusan Del Norte)
25 January 2024 - 10:04 PM,9.06,126.68,18,1.9,044 km N 76° E of Bayabas (Surigao Del Sur)
25 January 2024 - 09:43 PM,8.83,126.42,21,2,014 km N 78° E of Marihatag (Surigao Del Sur)
25 January 2024 - 09:23 PM,5.73,125.9,4,2.5,035 km S 55° E of Jose Abad Santos (Davao Occidental)
25 January 2024 - 09:04 PM,8.42,127.28,1,3.5,104 km N 87° E of Hinatuan (Surigao Del Sur)
25 January 2024 - 08:25 PM,8.67,126.45,24,3.5,022 km S 49° E of Marihatag (Surigao Del Sur)
25 January 2024 - 07:08 PM,19.78,120.55,27,3.1,101 km N 43° W of Dalupiri Island (Calayan) (Cagayan)
25 January 2024 - 07:00 PM,8.45,126.54,29,1.8,024 km N 68° E of Hinatuan (Surigao Del Sur)
25 January 2024 - 06:44 PM,8.39,126.67,17,2,037 km N 85° E of Hinatuan (Surigao Del Sur)
25 January 2024 - 05:14 PM,10.03,126.1,21,1.5,003 km N 63° E of Burgos (Surigao Del Norte)
25 January 2024 - 03:49 PM,8.88,126.34,29,1.7,006 km S 48° E of Cagwait (Surigao Del Sur)
25 January 2024 - 03:29 PM,17.77,120.63,31,1.8,009 km N 22° W of Danglas (Abra)
25 January 2024 - 02:38 PM,7.32,123.88,26,1.6,017 km S 81° W of Bongo Island (Parang) (Maguindanao Del Norte)
25 January 2024 - 02:21 PM,13.74,120.54,123,2.3,014 km S 42° W of Calatagan (Batangas)
25 January 2024 - 02:06 PM,9.91,124.09,13,1.5,000 km N 45° W of Sagbayan (Bohol)
25 January 2024 - 01:13 PM,8.19,126.87,6,2.5,053 km N 72° E of Lingig (Surigao Del Sur)
25 January 2024 - 11:07 AM,13.8,120.5,70,1.9,014 km S 76° W of Calatagan (Batangas)
25 January 2024 - 09:14 AM,9.4,126.55,22,1.9,042 km N 71° E of Cortes (Surigao Del Sur)
25 January 2024 - 09:08 AM,6.37,124.77,2,2.2,002 km S 87° E of Surallah (South Cotabato)
25 January 2024 - 07:46 AM,8.2,127.07,1,3,074 km N 76° E of Lingig (Surigao Del Sur)
25 January 2024 - 07:10 AM,4.24,126.23,23,3.2,158 km S 35° E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
25 January 2024 - 06:22 AM,8.34,126.63,17,2.6,031 km S 84° E of Hinatuan (Surigao Del Sur)
25 January 2024 - 06:20 AM,15.83,120.66,29,1.8,005 km N 06° W of Cuyapo (Nueva Ecija)
25 January 2024 - 04:04 AM,8.49,127.2,1,2.5,096 km N 82° E of Hinatuan (Surigao Del Sur)
25 January 2024 - 03:57 AM,9.51,126.91,1,4.1,083 km N 72° E of Cortes (Surigao Del Sur)
25 January 2024 - 03:25 AM,5.61,126.48,125,3,099 km S 70° E of Jose Abad Santos (Davao Occidental)
25 January 2024 - 03:05 AM,9.18,126.49,1,2.1,033 km N 45° E of Bayabas (Surigao Del Sur)
25 January 2024 - 02:33 AM,9.22,126.44,4,3,028 km S 77° E of Cortes (Surigao Del Sur)
25 January 2024 - 02:30 AM,8.36,123.33,26,1.8,017 km S 67° W of Mutia (Zamboanga Del Norte)
25 January 2024 - 02:20 AM,3.64,123.51,511,4.3,288 km S 47° W of Balut Island (Municipality Of Sarangani) (Davao Occidental)
25 January 2024 - 01:22 AM,9.86,122.15,30,3.1,033 km N 72° W of City Of Sipalay (Negros Occidental)
25 January 2024 - 01:00 AM,9.57,125.62,32,2.2,005 km S 26° W of Bacuag (Surigao Del Norte)
25 January 2024 - 12:35 AM,5.92,125.98,147,3.3,037 km N 89° E of Jose Abad Santos (Davao Occidental)
25 January 2024 - 12:09 AM,7.26,123.59,23,2.4,029 km S 51° E of Tabina (Zamboanga Del Sur)
24 January 2024 - 11:04 PM,11.52,121.95,13,3.3,015 km N 47° W of Culasi (Antique)
24 January 2024 - 10:57 PM,9.37,126.37,29,2,022 km N 62° E of Cortes (Surigao Del Sur)
24 January 2024 - 10:54 PM,18.35,121.16,61,2.1,020 km N 85° W of Luna (Apayao)
24 January 2024 - 10:38 PM,9.68,122.43,27,2.3,009 km S 01° E of City Of Sipalay (Negros Occidental)
24 January 2024 - 10:07 PM,13.58,121.49,18,2.1,029 km S 20° E of San Juan (Batangas)
24 January 2024 - 08:04 PM,5.57,125.26,23,1.8,025 km N 46° W of Balut Island (Municipality Of Sarangani) (Davao Occidental)
24 January 2024 - 07:16 PM,5.5,125.28,24,2,037 km S 13° E of Glan (Sarangani)
24 January 2024 - 07:12 PM,8.46,123.3,17,2.5,006 km S 15° E of Katipunan (Zamboanga Del Norte)
24 January 2024 - 06:17 PM,13.51,120.03,19,2.9,034 km S 46° W of Looc (Occidental Mindoro)
24 January 2024 - 04:54 PM,9.92,125.5,7,2.3,012 km S 72° W of Dinagat (Dinagat Islands)
24 January 2024 - 03:50 PM,8.23,126.86,8,2.9,054 km N 67° E of Lingig (Surigao Del Sur)
24 January 2024 - 01:51 PM,5.49,127.25,97,3.4,184 km S 75° E of Jose Abad Santos (Davao Occidental)
24 January 2024 - 01:08 PM,8.1,126.84,6,2.4,048 km N 82° E of Lingig (Surigao Del Sur)
24 January 2024 - 12:41 PM,8.58,125.87,17,2.3,005 km S 69° W of Prosperidad (Agusan Del Sur)
24 January 2024 - 12:02 PM,8.04,126.79,15,3,041 km N 89° E of Lingig (Surigao Del Sur)
24 January 2024 - 11:42 AM,8.4,126.33,92,1.5,004 km N 04° W of Hinatuan (Surigao Del Sur)
24 January 2024 - 11:21 AM,8.41,126.3,24,1.4,007 km N 43° W of Hinatuan (Surigao Del Sur)
24 January 2024 - 11:09 AM,9.55,126.19,29,2.1,025 km S 08° E of General Luna (Surigao Del Norte)
24 January 2024 - 10:52 AM,12.6,125.38,13,3.5,019 km N 44° E of Mapanas (Northern Samar)
24 January 2024 - 10:38 AM,12.72,125.48,15,3.9,036 km N 43° E of Mapanas (Northern Samar)
24 January 2024 - 10:22 AM,8.87,126.38,42,2.1,010 km S 59° E of Cagwait (Surigao Del Sur)
24 January 2024 - 10:09 AM,8.03,125.85,19,1.6,012 km S 70° W of Veruela (Agusan Del Sur)
24 January 2024 - 09:59 AM,11.75,121.05,33,1.3,057 km S 70° W of Caluya (Antique)
24 January 2024 - 09:18 AM,8.91,126.3,31,2.4,002 km S 25° W of Cagwait (Surigao Del Sur)
24 January 2024 - 09:03 AM,13.24,120.72,31,1.6,013 km N 81° E of Mamburao (Occidental Mindoro)
24 January 2024 - 07:23 AM,7.91,126.33,120,1.8,017 km S 33° W of Lingig (Surigao Del Sur)
24 January 2024 - 07:00 AM,7.87,124.67,2,2.2,009 km N 07° W of Amai Manabilang (Lanao Del Sur)
24 January 2024 - 06:49 AM,12.75,123.19,6,3,018 km S 20° W of Claveria (Masbate)
24 January 2024 - 04:54 AM,13.75,120.5,49,1.5,017 km S 58° W of Calatagan (Batangas)
24 January 2024 - 03:56 AM,9.06,126.84,19,1.6,062 km N 80° E of Bayabas (Surigao Del Sur)
24 January 2024 - 03:54 AM,8.54,126.12,25,2.2,001 km N 14° E of Barobo (Surigao Del Sur)
24 January 2024 - 03:34 AM,6.05,124.98,32,1.5,021 km N 05° W of Maasim (Sarangani)
24 January 2024 - 03:26 AM,10.26,126.31,17,2.1,037 km N 44° E of Burgos (Surigao Del Norte)
24 January 2024 - 02:56 AM,8.32,126.54,28,3,023 km S 77° E of Hinatuan (Surigao Del Sur)
24 January 2024 - 02:47 AM,7.89,122.82,33,1.3,012 km S 11° W of Godod (Zamboanga Del Norte)
24 January 2024 - 02:47 AM,8.61,127.16,30,2.2,095 km N 73° E of Hinatuan (Surigao Del Sur)
24 January 2024 - 02:35 AM,5.66,126.37,135,2.7,085 km S 71° E of Jose Abad Santos (Davao Occidental)
24 January 2024 - 02:07 AM,9.05,126.01,32,2.4,035 km N 65° W of Cagwait (Surigao Del Sur)
23 January 2024 - 02:07 AM,12.8,124.04,6,3.1,007 km S 48° E of Juban (Sorsogon)
24 January 2024 - 01:57 AM,11.66,125.64,13,2.9,023 km S 62° E of San Julian (Eastern Samar)
24 January 2024 - 01:53 AM,8.98,126,11,2.6,026 km S 81° W of Tago (Surigao Del Sur)
24 January 2024 - 01:02 AM,9.82,126.55,13,2.3,043 km N 84° E of General Luna (Surigao Del Norte)
24 January 2024 - 12:14 AM,5.82,125.01,15,2.3,005 km S 20° E of Maasim (Sarangani)
23 January 2024 - 11:38 PM,7.98,127.05,2,2.9,070 km N 50° E of Baganga (Davao Oriental)
23 January 2024 - 11:10 PM,8.75,126.85,10,2.5,061 km S 85° E of Marihatag (Surigao Del Sur)
23 January 2024 - 10:30 PM,6.13,126.03,147,4.1,038 km S 78° E of Don Marcelino (Davao Occidental)
23 January 2024 - 09:40 PM,7.5,126.08,32,1.6,008 km S 47° W of New Bataan (Davao De Oro)
23 January 2024 - 09:35 PM,16.6,120.11,30,1.6,022 km S 84° W of City Of San Fernando (La Union)
23 January 2024 - 09:24 PM,8.09,127.2,1,2.3,087 km N 86° E of Lingig (Surigao Del Sur)
23 January 2024 - 08:42 PM,6.85,126.68,97,2.5,033 km S 49° E of Tarragona (Davao Oriental)
23 January 2024 - 07:56 PM,8.55,126.24,33,1.5,014 km N 40° E of Tagbina (Surigao Del Sur)
23 January 2024 - 07:55 PM,15.42,119.94,31,1.3,003 km S 65° E of Palauig (Zambales)
23 January 2024 - 07:51 PM,14.36,120.45,131,2,009 km S 26° W of Mariveles (Bataan)
23 January 2024 - 07:12 PM,6.7,125.82,4,2.4,028 km N 80° W of Governor Generoso (Davao Oriental)
23 January 2024 - 06:17 PM,9.12,127.07,24,2.7,088 km N 75° E of Cagwait (Surigao Del Sur)
23 January 2024 - 05:12 PM,5.76,125.17,26,1.6,008 km S 28° W of Glan (Sarangani)
23 January 2024 - 04:46 PM,13.8,120.72,27,1.6,010 km S 70° E of Calatagan (Batangas)
23 January 2024 - 04:23 PM,6.37,127.05,31,2.7,100 km S 41° E of Tarragona (Davao Oriental)
23 January 2024 - 02:29 PM,8.58,126.33,29,1.8,022 km S 34° E of San Agustin (Surigao Del Sur)
23 January 2024 - 02:28 PM,8.26,126.14,33,1.4,019 km N 61° E of Bunawan (Agusan Del Sur)
23 January 2024 - 02:23 PM,8.45,126.54,15,2.5,024 km N 68° E of Hinatuan (Surigao Del Sur)
23 January 2024 - 01:06 PM,8.26,126.54,25,2.3,025 km S 63° E of Hinatuan (Surigao Del Sur)
23 January 2024 - 11:22 AM,21.13,121.35,24,2.8,064 km N 53° W of Itbayat (Batanes)
23 January 2024 - 09:26 AM,8.51,127.26,33,3.1,103 km N 81° E of Hinatuan (Surigao Del Sur)
23 January 2024 - 08:21 AM,8.74,127.03,14,2.6,080 km S 85° E of Marihatag (Surigao Del Sur)
23 January 2024 - 08:05 AM,16.28,120.67,6,3.3,009 km S 07° W of Itogon (Benguet)
23 January 2024 - 07:45 AM,8.78,127.34,1,2.3,115 km S 89° E of Marihatag (Surigao Del Sur)
23 January 2024 - 07:21 AM,13.97,120.45,104,1.9,023 km S 60° W of Nasugbu (Batangas)
